Номер,Слово,Встречаемость
9805,убить,2
9806,безоружного,1
9807,бросится,1
9808,умоляя,1
9809,прощении,1
9810,подлом,1
9811,умысле,1
9812,выстрелит,1
9813,помешать,1
9814,потребую,1
9815,вторичного,1
9816,дергая,1
9817,заряжает,1
9818,удерживая,1
9819,испортите,1
9820,мешать,1
9821,жалуйтесь,1
9822,зарядил,3
9823,упершись,1
9824,наперед,1
9825,легкой,1
9826,опрокинуться,1
9827,данному,1
9828,знаку,1
9829,поднимать,1
9830,целил,1
9831,закипело,1
9832,дуло,2
9833,побледнев,1
9834,секунданту,1
9835,глухим,2
9836,оцарапала,1
9837,колено,1
9838,края,1
9839,промахнулся,1
9840,становись,1
9841,обними,1
9842,увидимся,3
9843,удержаться,1
9844,бойся,1
9845,взглянув,1
9846,дура,1
9847,индейка,1
9848,копейка,1
9849,сказанной,1
9850,приличною,1
9851,важностью,1
9852,какого,1
9853,кипело,1
9854,досада,1
9855,рождавшаяся,1
9856,уверенностью,1
9857,спокойной,1
9858,дерзостью,1
9859,глядящий,1
9860,подвергая,1
9861,собаку,1
9862,раненный,1
9863,свалился,1
9864,след,1
9865,раскаяния,1
9866,удерживал,2
9867,улыбку,1
9868,помолиться,1
9869,заботьтесь,1
9870,отказываетесь,1
9871,просите,1
9872,исповедовать,1
9873,кончимте,1
9874,проедет,1
9875,ущелью,2
9876,увидят,1
9877,подойдите,1
9878,бледнее,1
9879,следующие,1
9880,расстановкой,1
9881,произносят,1
9882,смертный,1
9883,приговор,1
9884,второпях,2
9885,выкатилась,1
9886,имеете,2
9887,перезаряжать,1
9888,правил,2
9889,позволю,1
9890,замялся,1
9891,смущенный,1
9892,мрачный,1
9893,оставь,1
9894,вырвать,1
9895,делал,1
9896,знаки,1
9897,плюнул,1
9898,ногой,1
9899,пошлый,1
9900,положился,1
9901,слушайся,1
9902,поделом,1
9903,околевай,1
9904,муха,1
9905,отходя,1
9906,откажись,1
9907,удовлетворено,1
9908,друзьями,1
9909,вспыхнуло,1
9910,зарежу,1
9911,прах,1
9912,легким,1
9913,столбом,1
9914,вился,1
9915,вскрикнули,2
9916,окончена,2
9917,итал,2
9918,доктору,1
9919,ужасом,1
9920,раскланялся,1
9921,секундантами,1
9922,расселинами,1
9923,окровавленный,1
9924,труп,2
9925,отвязав,1
9926,тускло,1
9927,грели,1
9928,доезжая,1
9929,тягостен,1
9930,очутился,1
9931,знакомом,1
9932,садилось,1
9933,подъехал,1
9934,кисловодску,1
9935,измученный,1
9936,измученной,1
9937,заходил,1
9938,распечатал,1
9939,первую,1
9940,содержания,1
9941,устроено,1
9942,обезображенное,1
9943,вынута,1
9944,известна,1
9945,ссора,1
9946,решался,1
9947,открыть,1
9948,записку,1
9949,тяжелое,1
9950,волновало,1
9951,письмо,3
9952,каждое,1
9953,неизгладимо,1
9954,врезалось,1
9955,расставаясь,1
9956,вынесла,1
9957,испытания,1
9958,слабое,1
9959,покорилось,1
9960,знакомому,1
9961,прощаньем,1
9962,исповедью,1
9963,обязана,1
9964,накопилось,1
9965,собственность,1
9966,тревог,1
9967,печалей,1
9968,сменявшихся,1
9969,скучна,1
9970,однообразна,1
9971,пожертвовала,1
9972,оценишь,1
9973,жертву,3
9974,поймешь,1
9975,глубокую,1
9976,зависящую,1
9977,каких,1
9978,проникла,1
9979,убедилась,1
9980,напрасная,1
9981,срослась,1
9982,душой,1
9983,потемнела,1
9984,угасла,1
9985,расстаемся,1
9986,истощила,1
9987,сокровища,1
9988,любившая,1
9989,презрения,1
9990,прочих,1
9991,гордое,1
9992,таинственное,1
9993,твоем,1
9994,голосе,1
9995,непобедимая,1
9996,хотеть,1
9997,ничей,1
9998,обещает,1
9999,блаженства,1
10000,преимуществами,1
10001,поспешного,1
10002,покажется,1
10003,маловажна,1
10004,ссору,1
10005,причиной,3
10006,сойду,1
10007,останешься,1
10008,ужасным,1
10009,слышала,1
10010,возврата,1
10011,погибла,1
10012,помнить,2
10013,идут,1
10014,спрятать,1
10015,принести,1
10016,потеряла,1
10017,крыльцо,1
10018,водили,1
10019,измученного,1
10020,хрипя,1
10021,пене,1
10022,мчал,1
10023,каменистой,1
10024,спряталось,1
10025,туче,1
10026,отдыхавшей,1
10027,гребне,1
10028,западных,1
10029,сыро,1
10030,однообразно,1
10031,задыхаясь,1
10032,нетерпенья,1
10033,застать,1
10034,пятигорске,1
10035,молотком,1
10036,ударяла,1
10037,проститься,2
10038,молился,1
10039,проклинал,1
10040,выразит,1
10041,потерять,1
10042,дороже,2
10043,бешеные,1
10044,замыслы,1
10045,роились,1
10046,погоняя,1
10047,тяжелее,1
10048,спотыкнулся,1
10049,ровном,1
10050,ессентуков,2
10051,казачьей,2
10052,станицы,3
10053,пересесть,1
10054,спасено,1
10055,достало,1
10056,выезде,1
10057,крутом,1
10058,грянулся,1
10059,проворно,1
10060,дергаю,1
10061,слышный,1
10062,стон,1
10063,стиснутые,1
10064,издох,1
10065,потеряв,1
10066,попробовал,1
10067,подкосились,1
10068,изнуренный,1
10069,тревогами,1
10070,бессонницей,1
10071,мокрую,1
10072,траву,1
10073,удерживать,1
10074,рыданий,1
10075,разорвется,1
10076,твердость,1
10077,хладнокровие,2
10078,исчезли,1
10079,обессилела,1
10080,замолк,1
10081,ночная,1
10082,роса,1
10083,освежили,1
10084,горячую,1
10085,обычный,1
10086,гнаться,1
10087,погибшим,1
10088,счастьем,1
10089,бесполезно,1
10090,безрассудно,1
10091,кончено,1
10092,горький,1
10093,обогатит,1
10094,воспоминаний,1
10095,труднее,1
10096,расставаться,1
10097,расстроенные,1
10098,проведенная,1
10099,дула,1
10100,пустой,2
10101,новое,1
10102,военным,1
10103,слогом,1
10104,диверсию,1
10105,проехался,1
10106,принужден,1
10107,обратном,1
10108,пройти,1
10109,пятнадцать,2
10110,сон,2
10111,сомкнул,1
10112,заснул,2
10113,наполеона,1
10114,ватерлоо,1
10115,отворенного,1
10116,расстегнул,1
10117,освежил,1
10118,успокоенную,1
10119,тяжелым,1
10120,усталости,1
10121,рекою,1
10122,густых,1
10123,лип,1
10124,осеняющих,1
10125,огне,1
10126,строеньях,1
10127,нахмурен,1
10128,обыкновения,2
10129,расслабление,1
10130,нервов,1
10131,положительно,1
10132,стрелялись,2
10133,старичок,1
